"SpecCode","Genus","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","AirBreathing","AirBreathingRef","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","VulnerabilityClimate","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
6356,"Acanthopagrus",93743,"(Houttuyn, 1782)","Yellowfin seabream","Aclat_u1.jpg",NA,NA,NA,330,NA,6927,NA,"short and / or deep","O",NA,NA,0,1,1,1,"demersal","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.19,46.04,40,"FL",NA,NA,108874,NA,NA,NA,NA,NA,1500,NA,40637,"ACLAT_U0",NA,NA,NA,NA,"commercial",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"commercial",NA,40297,"never/rarely",NA,"never/rarely",NA,NA,1,83530,"harmless",NA,"no special ability",NA,NA,1,"This species inhabits warm shallow and coastal waters, often entering river mouths and estuaries (Ref. 93743).  Used in Chinese medicine (Ref. 12166). It is parasitised by the monogenean <i>Anoplodiscus australis</i> on the fins and body surface (Ref. 124057).",NA,0.5,0,3,1992-08-06,65,2024-08-12,14,2014-04-23,NA
65896,"Acanthopagrus",86288,"Iwatsuki, Kume & Yoshino, 2010","Pacific seabream","Acpac_u1.jpg",NA,NA,NA,330,NA,6927,NA,"fusiform / normal","O",NA,NA,0,0,1,1,"pelagic-neritic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4,NA,50,"SL",34.7999992370605,"SL",86288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"commercial",NA,NA,NA," ",NA," "," ",0,0,0,0,0,0,0,0,0,0,"commercial"," ",40297,"never/rarely",NA,"public aquariums","based mainly on capture",13603,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Mainly in brackish waters of estuaries and inlets, coastal rivers and tidal creeks, occasionally entering lower sections of freshwater streams (Ref. 44894).  Juveniles inhabit protected bays and estuaries (Ref. 47715).  Usually occurs singly or small groups, but may migrate in schools (Ref. 48635).  A popular angling species, often caught with hook and line (Ref. 44894).",NA,0.5,0,14,2011-01-21 10:17:11,65,2013-07-18,NA,NA,NA
6531,"Acanthopagrus",559,"(Bleeker, 1854)","Blackhead seabream","Acsch_u5.jpg",NA,NA,"Acsch_j1.jpg",330,NA,6927,NA,"short and / or deep","O",NA,NA,0,0,1,1,"demersal","WaterAssumed",NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.32,81.02,50,"SL",NA,NA,559,NA,NA,NA,NA,NA,3200,NA,40637,"ACSCH_U0",NA,NA,NA,4537,"commercial","high","Reliable: based on ex-vessel price for this species",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"commercial",NA,12108,"never/rarely",NA,"never/rarely",NA,NA,1,559,"harmless",NA,"no special ability",NA,NA,1,"Found in bays, shallow rocky reefs, and in brackish waters (Ref. 41299).  Feeds on mollusks and polychaetes.  Spawns in the spring and summer months (Ref. 41299).  It is parasitised by the monogenean <i>A. spari</i> on the fins and body surface (Ref. 124057).",NA,0.5,0,18,1992-11-16,2758,2021-05-05,18,1994-08-02,NA
65707,"Acanthopsoides",84796,"Nguyen, 2005",NA,NA,NA,NA,NA,127,NA,7757,NA,"Elongated","O",NA,NA,0,1,0,0,"demersal","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.507799983024597,0,10,2010-08-21,65,2021-09-21,NA,NA,NA
4306,"Acanthurus",1920,"Shaw, 1803","Achilles tang","Acach_u8.jpg",NA,NA,NA,412,"Acanthurinae",9710,NA,"short and / or deep","R",NA,"Distribution to be checked.",0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,0,10,27115,0,4,9710,NA,NA,NA,NA,14,NA,24,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,"ACACH_U1",NA,NA,NA,7364,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"traumatogenic",4690,"no special ability",NA,NA,1,"Occurs in clear seaward reefs, usually in groups (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds on filamentous and small fleshy algae (Ref. 9267).  Monogamous (Ref. 52884).  Spine in caudal peduncle may be venomous.  Size of metamorphosis from postlarva stage to juvenile is 6 cm (Ref. 9267).  This species sometimes hybridizes with <i>A. nigricans</i> (Ref. 9808).",NA,0.5,0,1,1991-05-22,14,2023-07-25,113,1995-06-08,NA
13770,"Acanthurus",2334,"Allen & Ayling, 1987","Whitefin surgeonfish","Acalb_u0.jpg",NA,NA,NA,412,"Acanthurinae",9710,NA,"short and / or deep","O",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,5,20,9710,NA,NA,NA,NA,NA,NA,NA,23,NA,33,"TL",NA,NA,2334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found off steep outer-reef escarpments.  May be solitary but most commonly seen in small aggregations feeding on zooplankton well off the bottom.",NA,0.5,0,14,1995-07-03,65,2023-09-26,21,1995-08-18,NA
4748,"Acanthurus",1920,"Randall, 1956","Orange-socket surgeonfish","Acaur_u2.jpg",NA,NA,NA,412,"Acanthurinae",9710,NA,"short and / or deep","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,1,20,90102,NA,NA,NA,30,52229,NA,NA,25.66,NA,45,"SL",NA,NA,48637,NA,NA,NA,NA,NA,NA,NA,NA,"ACAUR_U0",NA,NA,NA,NA,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Adults inhabit shallow reefs, both in lagoons and outer reef areas.  They frequently move in groups.  Juveniles found between soft corals in lagoons at depths of up to 2 m (Ref. 9710, 48637).  Adults in groups, often mixed with other similar species (Ref. 48637).",NA,0.5,0,14,1991-11-26,2,2014-03-05,14,1994-08-25,NA
4750,"Acanthurus",1921,"Valenciennes, 1835","Ringtail surgeonfish","Acblo_u0.jpg",NA,NA,NA,412,"Acanthurinae",9710,NA,"short and / or deep","O",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,2,15,90102,NA,NA,NA,35,52229,NA,NA,38.32,NA,45,"SL",NA,NA,48637,NA,NA,NA,NA,NA,NA,NA,NA,"ACBLO_U0",NA,NA,NA,9070,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,0,0,1,0,1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Adults occur in outer lagoon and seaward reefs, usually seen in small groups and school in some oceanic locations (Ref. 48637).  Benthopelagic (Ref. 58302).  They feed primarily on the algal film covering compacted sand, ingesting the usual component of sand which probably aids in the trituration of the algal food in the thick-walled stomach, also feed on diatoms and detritus (Ref. 3921).",NA,0.5,0,14,1991-11-26,2,2014-03-05,14,1994-08-27,NA
1256,"Acanthurus",3145,"Valenciennes, 1835","Eyestripe surgeonfish","Acdus_u4.jpg",NA,NA,NA,412,"Acanthurinae",9710,NA,"short and / or deep","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,4,131,9710,9,130,27115,30,127555,NA,NA,36.1,NA,54,"TL",NA,NA,3145,35,"TL",NA,NA,3146,NA,NA,NA,"ACDUS_U0",NA,NA,NA,3146,"minor commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,0,0,1,0,0,0,0,1,1,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",4887,"no special ability",NA,NA,1,"Schooling species, usually occurring in seaward reefs at depths greater than 9 m (Ref. 1602).  Adults mainly on deep coastal reef slopes and outer reef walls, often on deep shipwrecks.  Juveniles found on algae-rocky reef (Ref. 48637).  Benthopelagic (Ref. 58302).  Occur singly or in groups (Ref. 37816).  Feed on surface film of fine green and blue-green algae, diatoms, and detritus covering sand (Ref. 1602).  Pair-spawner (Ref. 37816).  Mainly diurnal.  (Ref. 1602).  Utilized as a food fish (Ref. 3146).",NA,0.5,0,2,1990-10-17,2291,2015-10-19,3,1994-08-24,NA
4749,"Acanthurus",1920,"Richardson, 1843","Finelined surgeonfish","Acgra_u4.jpg",NA,NA,NA,412,"Acanthurinae",9710,NA,"short and / or deep","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,22,91,57178,NA,NA,NA,NA,NA,NA,NA,29.52,NA,35.5999984741211,"FL",NA,NA,125599,NA,NA,NA,NA,NA,1197,NA,125599,"ACGRA_U0",NA,NA,NA,9700,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Inhabits silty coastal reefs (Ref. 9710).  A good food fish (Ref. 3132).",NA,0.5,0,14,1991-11-26,65,2022-02-09,2,1994-06-17,NA
4737,"Acanthurus",1920,"(Jenkins, 1903)","Whitebar surgeonfish","Acleu_um.jpg",NA,NA,"Acleu_u8.jpg",412,"Acanthurinae",9710,NA,"short and / or deep","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,1,85,1602,1,85,27115,NA,NA,NA,NA,15,NA,25,"TL",NA,NA,5450,NA,NA,NA,NA,NA,NA,NA,NA,"ACLEU_U2",NA,NA,NA,NA,"minor commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"reports of ciguatera poisoning",31637,"no special ability",NA,NA,1,"Inhabits primarily boulder-strewn areas of surge zone and browses on filamentous algae (Ref. 9710).  Benthopelagic (Ref. 58302).  Often in schools (Ref. 9710).  Minimum depth reported from Ref. 27115.",NA,0.5,0,14,1991-11-26,3,2013-06-26,14,1994-08-27,NA
1258,"Acanthurus",3145,"(Linnaeus, 1758)","Lined surgeonfish","Aclin_ud.jpg",NA,NA,"Aclin_j0.jpg",412,"Acanthurinae",9710,NA,"short and / or deep","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,0,15,27115,1,3,37792,46,27143,NA,NA,22.89,NA,38,"TL",NA,NA,3145,25,"TL",NA,NA,30573,NA,NA,NA,"ACLIN_U2",NA,NA,NA,9391,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,1,0,1,1,0,0,0,1,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4907,0,NA,"venomous",4821,"no special ability",NA,NA,1,"Benthopelagic (Ref. 58302).  Adults usually form schools and commonly found in shallow gutters.  Juveniles solitary and secretive on shallow rubble habitats (Ref. 48637).  A territorial species (Ref. 167) which is common in surge zones of exposed seaward reefs.  The large male controls well-defined feeding territories and harems of females (Ref. 1602, 48637).  The species is almost continually in motion.  Herbivorous but also feeds on crustaceans (Ref. 5503).  Forms spawning aggregations (Ref. 27825).  Diurnal species (Ref. 113699:31); courtship takes place at various times of the day, spawning peaks in the morning, but may also occur from midday to afternoon, and is often confined to ebb tides (Ref. 38697). The venomous caudal spine can cause painful wounds.",NA,0.5,0,2,1990-10-17,2674,2019-10-21,14,1994-08-27,NA
4746,"Acanthurus",1920,"(Ahl, 1923)","White-freckled surgeonfish","Acmac_u5.jpg",NA,NA,NA,412,"Acanthurinae",9710,NA,"short and / or deep","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,1,15,1602,3,15,27115,NA,NA,NA,NA,38.8,NA,40,"SL",NA,NA,48637,NA,NA,NA,NA,NA,NA,NA,NA,"ACMAC_U0",NA,NA,NA,NA,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Inhabits clear outer reef flats and seaward reefs (Ref. 9710).  Benthopelagic (Ref. 58302).  Solitary or in small wide-ranging groups (Ref. 9710).  Usually in schools of mixed similar species when grazing algae (Ref. 48637).",NA,0.5,0,14,1991-11-26,1472,2008-01-23,14,1994-08-27,NA
1255,"Acanthurus",1921,"(Cuvier, 1829)","Elongate surgeonfish","Acmat_u5.jpg",NA,NA,NA,412,"Acanthurinae",9710,NA,"short and / or deep","O",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,5,100,28016,5,45,27115,23,52229,NA,NA,39.45,NA,50,"TL",NA,NA,3145,NA,NA,NA,NA,NA,NA,NA,NA,"ACMAT_U0",NA,NA,NA,30573,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,0,0,1,1,1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4537,0,NA,"traumatogenic",4716,"no special ability",NA,NA,1,"Adults inhabit steep slopes, often in turbid waters, generally in the vicinity of coral reefs (Ref. 58652) or rocky bottoms.  They form resident spawning aggregations (Ref. 27825, 48637).  Adults often seen in schools, feeding mid-water on plankton (Ref. 48637).  Feed on zooplankton.  Marketed fresh.  Flesh is almost never poisonous (Ref. 4795), but incidence of ciguatera poisoning was reported from Nauru I. (Ref. 125620). The retractile sharp blades of the caudal peduncle can be dangerous (https://www.monaconatureencyclopedia.com/acanthurus-mata-2/?lang=en, ver. 12/2021)",NA,0.5,0,2,1990-10-17,14,2021-12-10,97,2005-06-23,NA
6011,"Acanthurus",1602,"(Linnaeus, 1758)","Whitecheek surgeonfish","Acnig_u0.jpg",NA,NA,NA,412,"Acanthurinae",9710,NA,"short and / or deep","O",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,0,67,1602,2,67,27115,34,52229,NA,NA,29.96,NA,36,"FL",NA,NA,125599,NA,NA,NA,NA,NA,620,NA,125599,"ACNIG_UE",NA,NA,NA,9267,"subsistence fisheries","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Adults inhabit hard substrate areas of clear lagoon and seaward reefs from the lower surge zone to at least 67 m and feeds on filamentous algae. Solitary or in groups (Ref. 90102).  Monogamous (Ref. 52884, 48637).  Benthopelagic (Ref. 58302).  Small juveniles shy among large corals (Ref. 48637).  Territorial species.  Common throughout Micronesia and hybridizes with the rare <i>A. achilles</i>.  Size of metamorphosis from the postlarva stage to juvenile is 5.5 to 6 cm (Ref. 9267).  Minimum depth reported taken from Ref. 128797.",NA,0.5,0,14,1992-07-15,2762,2023-06-15,113,1995-06-08,NA
4747,"Acanthurus",1921,"Duncker & Mohr, 1929","Epaulette surgeonfish","Acnig_um.jpg",NA,NA,NA,412,"Acanthurinae",9710,NA,"short and / or deep","O",NA,NA,0,0,1,1,"reef-associated","WaterAssumed",NA,NA,NA,0,30,9710,2,15,27115,NA,NA,NA,NA,25.99,NA,45.2999992370605,"FL",NA,NA,125599,NA,NA,NA,NA,NA,2736,NA,125599,"ACNIG_U3",NA,NA,NA,NA,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,0,0,1,0,0,0,0,0,1,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"poisonous to eat",4795,"no special ability",NA,NA,1,"Occurs in clear lagoon and seaward reefs around isolated coral heads.  Solitary or in small groups (Ref. 90102). Prefers sandy bottoms of bays and lagoons rather than the coral reefs like most other Acanthuridae.  The species is sometimes poisonous (Ref. 4795).  Caught with nets (Ref. 30573).  Minimum depth reported taken from Ref. 128797.",NA,0.5,0,14,1991-11-26,2762,2023-06-15,14,1994-08-27,NA
4739,"Acanthurus",1920,"(Forsskål, 1775)","Brown surgeonfish","Acnig_uq.jpg",NA,NA,NA,412,"Acanthurinae",9710,NA,"short and / or deep","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"non-migratory",56001,0,25,48637,2,25,27115,NA,NA,NA,NA,27.14,NA,21,"TL",NA,NA,30573,NA,NA,NA,NA,NA,NA,NA,NA,"ACNIG_U2",NA,NA,NA,NA,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,0,0,1,0,0,0,0,0,1,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"reports of ciguatera poisoning",31637,"no special ability",NA,NA,1,"Found on hard substrates of shallow lagoon and seaward reefs from the lower surge zone to a depth of more than 15 m (Ref. 27825).  Benthopelagic (Ref. 58302).  Feed on filamentous algae.  Form spawning aggregations (Ref. 27825, 48637).  Adults usually in small groups, but form large schools in some oceanic locations.  Juveniles are often seen in mixed species aggregations (Ref. 48637).  Species at the bottom of the 'pecking order' among surgeon fishes, and as a result employs the strategy of feeding in large schools that overwhelm the territorial defenses of other herbivores (Ref. 1602).  Caught with nets (Ref. 30573).  Can be eaten both raw and cooked (Ref. 7364).  Maximum depth reported at 25m (Ref. 027115)",NA,0.5,0,14,1991-11-26,2,2017-03-15,14,1994-08-27,NA
4738,"Acanthurus",1920,"Valenciennes, 1835","Bluelined surgeonfish","Acnig_uk.jpg",NA,NA,NA,412,"Acanthurinae",9710,1,"short and / or deep","R",NA,"The species <i>Acanthurus nigros</i> Günther 1861 is considered valid in Eschmeyer (CofF ver. Sep. 2011: Ref. 88002) following Randall et al. (2011).  Although not indicated as a new species in Gunther 1861, the two species are valid (Randall et al 2011) and the ame by Gunther is available.",1,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,1,90,1602,NA,NA,NA,NA,NA,NA,NA,15,NA,25,"TL",NA,NA,2334,NA,NA,NA,NA,NA,NA,NA,NA,"ACNIG_U3",NA,NA,NA,NA,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Inhabits clear lagoon and seaward reefs; often in areas with mixed coral, pavement, rubble and sand substrates (Ref. 1602).  Benthopelagic (Ref. 58302).  Occurs singly or in small groups (Ref. 9710).  Feeds on filamentous algae, diatoms and fine algal film of compacted sand (Ref. 1602).  Relatively uncommon throughout Micronesia; rare on Great Barrier Reef.",NA,0.5,0,14,1991-11-26,303,2011-11-03,14,1994-08-27,NA
4744,"Acanthurus",1920,"Bloch & Schneider, 1801","Orangespot surgeonfish","Acoli_u8.jpg",NA,NA,NA,412,"Acanthurinae",9710,NA,"short and / or deep","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,3,46,1602,9,46,1602,33,52229,NA,NA,18.16,NA,35,"TL",NA,NA,2334,NA,NA,NA,NA,NA,NA,NA,NA,"ACOLI_U0",NA,NA,NA,NA,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",4795,"no special ability",NA,NA,1,"Inhabit seaward reefs, in areas of bare rock or mixed rubble and sand, from 9 to at least 46 m depth; juveniles inhabit protected bays and lagoons, singly or in small groups in as little as 3 m (Ref. 1602, 48637).  Benthopelagic (Ref. 58302).  Adults occur singly or in schools and feed on surface film of detritus, diatoms, and fine filamentous algae covering sand and bare rock (Ref. 1602).  Rarely poisonous (Ref. 4795).",NA,0.5,0,14,1991-11-26,2448,2022-10-13,14,1994-08-27,NA
4742,"Acanthurus",1920,"Kittlitz, 1834","Mimic surgeonfish","Acpyr_u2.jpg",NA,NA,NA,412,"Acanthurinae",9710,NA,"short and / or deep","R",NA,"FishBase common name changed from Chocolate surgeonfish (AFS: Ref. 130874) to Mimic surgeonfish (FAO/ASFIS: Ref.131312).",0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,0,60,1602,5,40,27115,28,52229,NA,NA,19,NA,29,"TL",NA,NA,90102,NA,NA,NA,NA,NA,NA,NA,NA,"ACPYR_U0",NA,NA,NA,NA,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4537,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Occurs in lagoon and seaward reefs; prefers areas of mixed coral, rock, or sand at the base of reefs or ledges, Ref. 48637.  Also on silty reefs (Ref. 9710).  Found singly (Ref. 9710).  Juveniles mimic <i>Centropyge</i> spp. (in Guam, juveniles mimic <i>C. flavissimus</i> but in Palau where this species is absent, they mimic <i>C. vrolikii</i>), Ref. 48637.  Presence of a venom gland could not be determined despite the presence of distinct anterolateral grooves; this may be due to the loss of venom glands in adults (Ref. 57406). Feeds on algae (Ref. 89972).  Minimum depth reported taken from Ref. 128797.",NA,0.5,0,14,1991-11-26,2,2024-06-20,303,2024-09-29,NA
4734,"Acanthurus",1920,"(Fowler, 1923)","Thompson's surgeonfish","Actho_u4.jpg",NA,NA,"Actho_j0.jpg",412,"Acanthurinae",9710,NA,"short and / or deep","R",NA,NA,0,0,1,1,"reef-associated","WaterAssumed",NA,NA,NA,0,119,58302,5,70,27115,NA,NA,NA,NA,17,NA,27,"TL",NA,NA,3145,NA,NA,NA,NA,NA,NA,NA,NA,"ACTHO_U1",NA,NA,NA,30573,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,0,0,1,0,0,0,0,0,1,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",NA,"no special ability",NA,NA,1,"This occasionally schooling species occurs in steep outer reef slopes and drop-offs (Ref. 1602, 48637).  Benthopelagic over coral and sand (Ref. 58302).  Feeds on zooplankton, particularly large gelatinous forms, and on fish eggs and crustaceans (Ref. 1920).  Minimum depth reported taken from Ref. 128797.",NA,0.5,0,14,1991-11-26,2762,2023-06-15,14,1994-08-27,NA
1260,"Acanthurus",1920,"(Linnaeus, 1758)","Convict surgeonfish","Actri_u9.jpg",NA,NA,NA,412,"Acanthurinae",9710,NA,"short and / or deep","R",NA,"Planes and Fauvelot (2002) studied <i>Acanthurus triostegus</i> over its vast range and published in the journal Evolution and they did not recognize <i>Acanthurus triostegus sandvicensis</i> as a species.  FishBase follows Randall, 1956 with <i>A. sandvicensis</i>  as a subspecies (synonym) of <i>A. triostegus</i>.",0,0,0,1,"reef-associated","WaterAssumed",NA,NA,NA,0,90,9710,0,90,27115,NA,NA,NA,NA,16.26,29.02,27,"TL",NA,NA,3145,17,"TL",NA,NA,9267,NA,NA,NA,"ACTRI_U1",NA,NA,NA,9391,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,1,1,1,0,1,1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"reports of ciguatera poisoning",4690,"no special ability",NA,NA,1,"Adults occur in lagoon and seaward reefs with hard substrate; young abundant in tide pools (Ref. 3145, 48637).  Benthopelagic (Ref. 58302).  Often feeding near freshwater run-offs where certain algae grow on rocks that are grazed (Ref. 48637).  Occasionally form schools; feed on filamentous algae in large aggregations.  During spawning, clouds of eggs and sperm are preyed upon by eagle rays which are often present during spawning.  Form spawning aggregations (Ref. 27825).  Size of metamorphosis from post-larva stage to juvenile is 3.2 cm (Ref. 9267).  Utilized as a food fish (Ref. 7364).  Minimum depth reported taken from Ref. 27115.",NA,0.5,0,2,1990-10-17,2,2014-09-11,113,1995-06-08,NA
