autoctr,SpecCode,StockCode,EcologyRefNo,HabitatsRef,Neritic,SupraLittoralZone,Saltmarshes,LittoralZone,TidePools,Intertidal,SubLittoral,Caves,Oceanic,Epipelagic,Mesopelagic,Bathypelagic,Abyssopelagic,Hadopelagic,Estuaries,Mangroves,MarshesSwamps,CaveAnchialine,Stream,Lakes,Cave,Cave2,Herbivory2,HerbivoryRef,FeedingType,FeedingTypeRef,DietTroph,DietSeTroph,DietTLu,DietseTLu,DietRemark,DietRef,FoodTroph,FoodSeTroph,FoodRemark,FoodRef,AddRems,AssociationRef,Parasitism,Solitary,Symbiosis,Symphorism,Commensalism,Mutualism,Epiphytic,Schooling,SchoolingFrequency,SchoolingLifestage,Shoaling,ShoalingFrequency,ShoalingLifestage,SchoolShoalRef,AssociationsWith,AssociationsRemarks,OutsideHost,OHRemarks,InsideHost,IHRemarks,SubstrateRef,Benthic,Sessile,Mobile,Demersal,Endofauna,Pelagic,Megabenthos,Macrobenthos,Meiobenthos,SoftBottom,Sand,Coarse,Fine,Level,Sloping,Silt,Mud,Ooze,Detritus,Organic,HardBottom,Rocky,Rubble,Gravel,SpecialHabitatRef,Macrophyte,BedsBivalve,BedsRock,SeaGrassBeds,BedsOthers,CoralReefs,ReefExclusive,DropOffs,ReefFlats,Lagoons,Burrows,Tunnels,Guyots,Crevices,Seamounts,ColdSeeps,HydrothermalVents,DeepWaterCorals,Vegetation,Leaves,Stems,Roots,Driftwood,OInverterbrates,OIRemarks,Verterbrates,VRemarks,Pilings,RicePaddies,BoatHulls,Corals,SoftCorals,OnPolyp,BetweenPolyps,HardCorals,OnExoskeleton,InterstitialSpaces,Circadian1,Circadian2,Circadian3,BioAspect1,BioAspect2,BioAspect3,RemarksCircadian,CircadianRef,CircadianAlsoRef,Entered,Dateentered,Modified,Datemodified,Expert,Datechecked,TS,MoTaDieuKienVi
219,114,128,168,168,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),168,hunting macrofauna (predator),168,NA,NA,NA,NA,NA,NA,4.21,0.66,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Found in water temperatures of 14 to 25°C, in waters close to land masses.  Feeds on small crustaceans, squids and small pelagic fish (Ref. 9773).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1990-10-19,2762,2024-02-02,NA,NA,NA,
221,116,130,168,168,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),168,hunting macrofauna (predator),168,4.23,0.49,3.97,0.600000023841858,Troph of juv./adults from 1 study.,57119,4.07999992370605,0.55,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Occurs in coastal waters (Ref. 9340) and also in oceanic waters (Ref. 9563).  Schooling (by size) begins in the postlarval and juvenile stages.  They are plankton feeders filtering copepods and other crustaceans, but adults also feed on small fish and squids.  Also caught with encircling nets (Ref. 9340).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1990-10-19,1472,2008-01-24,NA,NA,NA,
70,121,135,168,168,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),168,hunting macrofauna (predator),168,4.5,0.4,4.43,0.76,Troph of juv./adults from 1 study.,30531,4.43,0.79,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"This species is known in Australia to undertake lengthy longshore migrations, which extend along the entire east coast of Queensland. But permanently resident populations also seem to exist. The resident fish simply disperse from the reefs after spawning, while the migrating fish move up to 1000 nautical miles to the south (Ref. 30203). On the Queensland east coast, migration from the Lizard Island-Townsville area takes place ater the spawning season when a significant proportion of 2 and 3-year-old fish moves southwards. A return migration of 3 and 4-year-old fish comences during winter (Ref. 30199). On the west coast, the mackerel follow the 22-24°C isotherm (Ref. 30205), generally moving south in the late summer and north during the winter.

The migration route in the Gulf of Thailand has been mapped (Ref. 6783). Feeding apparently occurs day and night.

In north Queensland, small juveniles up to 10 m FL live in creeks, estuaries and along areas of sheltered mud flats in the early wet season (December-January) (Ref. 30194). Juveniles of 15-40 cm FL are caught by prawn trawlers working shallow water during February and March (Ref. 30194). After May, Spanish mackerel of about 40 cm FL are caught in reef waters in the commecial hook-and-line fishery (Ref. 30194).  Schooling species.  Feeds on small schooling species such as clupeids, engraulids and carangids.  Dwells in the pelagic zone along coastal waters (Ref. 127989).  Spawning occurs in mangrove areas, crevices, estuaries and sheltered mud flats.  Forms shoals but larger specimens tend to be solitary.  Piscivorous predator.  Feeds on sardines, anchovies, lizardfishes and lanternfish (Ref. 9773).",9773,0,-1,0,0,0,0,0,0,NA,NA,-1,NA,NA,9773,NA,NA,0,NA,0,NA,127989,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1990-10-19,2762,2024-02-02,711,2001-11-21,NA,
71,123,137,168,168,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),168,hunting macrofauna (predator),168,NA,NA,NA,NA,NA,NA,4.28,0.67,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Movements in the Gulf of Thailand might be deduced from seasonal changes in peak fishing months along the coast of Thailand. Juveniles feed mainly on teleosts, particularly anchovies while adults prey mainly on fishes with small quantities of crustaceans and squids.      ",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1990-10-19,2,2015-03-19,NA,NA,NA,
72,124,138,168,168,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),168,hunting macrofauna (predator),168,NA,NA,NA,NA,NA,NA,4.21,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Little is known on the biology of this species.         ,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1990-10-19,34,2000-03-09,NA,NA,NA,
75,127,141,9137,9710,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),9137,hunting macrofauna (predator),9137,NA,NA,NA,NA,NA,NA,3.66,0.5,Trophic level estimated from a number of food items using a randomized resampling routine.,12640,"Inhabits coastal reefs, in shallow silty areas, and in mangroves (Ref. 9710), lagoons and floodplains (Ref. 9137).  Dwells in coral reefs and rocky substrates.  Nocturnal, shoaling species.  Feeds on fish larvae and small crabs (Ref. 9773).",NA,0,0,0,0,0,0,0,0,NA,NA,-1,NA,NA,9773,NA,NA,0,NA,0,NA,9773,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,9773,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,2001-06-11,2762,2023-10-03,NA,NA,NA,
8,137,151,12693,NA,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,mainly animals (troph. 2.8 and up),12693,hunting macrofauna (predator),12693,NA,NA,NA,NA,NA,NA,4.5,0.8,Tentative trophic level derived from 1 + troph of a single food item,NA,Feeds on fishes and swims well upstream river because of easy food availability (Ref. 12693).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,2000-10-10,309,2002-08-07,NA,NA,NA,
12,142,156,168,168,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),168,hunting macrofauna (predator),168,4.3,0.205,4.17,0.649999976158142,Troph of juv./adults from 6 studies.,9676,4.3,0.67,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Larger individuals are associated with cooler water bodies, while smaller individuals occur in warmer strata in the Atlantic. Albacore tend to concentrate along thermal discontinuities such as the Transition Zone in the north Pacific and the Kuroshio Front east of Japan because of richer forage organisms but poorer in oxygen content. Albacore migrate within water masses rather than across temperature and oxygen boundaries. Minimum oxygen requirements are probably about 2 ml/l. At least two stocks (northern and southern) are believed to exist in both the Atlantic and the Pacific. Feed during the day and at night (diurnal and nocturnal).

The migration pattern of albacore in the south Pacific Ocean has recently been described (Ref. 30272). Juveniles move from the tropics into temperate waters and then eastwards along the subtropical convergence zone. At maturity, albacore return to the tropics but go back to temperate waters after spawning (Ref. 6390).

In Australian waters, larvae are present on the North West shelf all summer, but are present off north-eastern Australia mainly between October and December (Ref. 30274). Juveniles are found off New South Wales from September to November, and during summer they follow the warmer waters of the East Australian Current southwards (Ref. 6390). Albacore may reach eastern Tasmanian waters by December, where they remain until about April (Ref. 6390). As autumn approaches and warm waters recede, the juveniles move northwards and are present again off New South Wales until May (Ref. 30278). Adult albacore travel in independent, small groups (Ref. 30273), and are common throughout much of the species' range (Ref. 6390). Also Ref. 26132.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1990-10-19,309,2008-07-01,NA,NA,NA,
13,143,157,168,6390,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),168,hunting macrofauna (predator),168,4.41,0.409,4.24,0.66,Troph of adults from 2 studies.,27003,4.46,0.79,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Confined to the upper 250 m (Ref. 6390) of the water column in areas with marked oxyclines, since oxygen concentrations less than 2 ml/l encountered below the thermocline and strong thermocline gradients tend to exclude their presence in waters below the discontinuity layer. Feed during the day and at night (diurnal and nocturnal). In Hawaii, adults more common in late spring through early fall; juveniles common in fall and winter (Ref. 4887).

Yellowfin tuna smaller than 15 kg often form surface schools of similar sized fish (Ref. 6390). Schools may be mono-specific (ie, consist of only 1 species) or include other tunas, such as skipjack tuna <i>Katsuwonus pelamis</i>) (Ref. 6390). Dolphins often associate with surface feeding schools in the eastern Pacific Ocean, but a similar association is not found in the western Pacific (Ref. 6390).

Off southeastern Australia, adult yellowfin tuna tend to be more solitary (Ref. 6390). Fish larger than 15 kg inhabit the deeper waters above the thermocline and tend not to school in Australian waters (Ref. 6390).

A behavioural study in Hawaiian waters using ultrasonic tags (Ref. 30307) showed that during the day yellowin tuna inhabited waters just above the thermocline (50-90 m), with occasional short descents to depths as great as 250 m (Ref. 6390). At night, the tuna tended to stay within 50 m of the surface (Ref. 6390).

Large concentrations of larvae and eggs are reported from the western Pacific, including the Coral Sea, and from the Indian Ocean adjacebt to Australia's North West Shelf (Ref. 30274).

Tagged yellowfin tuna have been reported to move 1000 km or more over a 12-month period, but no directed migration has been demonstrated (Ref. 6390). Recoveries from a tagging study of yellowfin tuna on the Australian east coast between 27°S and 38°S suggested that most yellowfin tuna form local groups that moved no more than a few hundred miles over several years (Ref. 6390). This northward and southward movement of yellowfin tuna along the south-eastern Australian coast is probably associated with the seasonal movement of the warm East Australian Current (Ref. 30310). Also Ref. 10406.  Epipelagic oceanic.  Found near the surface though occasionally ventures above and below the thermocline.  Migration behavior is hypothesized to be influenced by the thermal structure of the water column.  Opportunistic feeder.  Feeds on sardines, anchovies, myctophids, crabs and squids (Ref. 9773).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,9773,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1991-06-10,2762,2024-11-26,NA,NA,NA,
16,146,160,168,168,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),168,hunting macrofauna (predator),168,4.49,NA,4.27,0.64,Troph of adults from 1 study.,9109,4.48,0.93,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Temperature and thermocline depth seem to be the main environmental factors governing the vertical and horizontal distribution of this species (Ref. 168).  Bigeye tuna are more tolerant of lower temperatures and lower dissolved oxygen concentration than are other tunas and tend to occupy deeper waters (Ref. 30326).  For example, during the day, adult bigeye tuna inhabit the thermocline zone at about 150-250 m in tropical waters where temperatures descend to almost 10°C, provided dissolved oxygen concentration is more than 1 mg per l (Ref. 28952, 30327).  The tuna make occassional short ascents to 100 m or shallower (Ref. 6390).

Young bigeye tuna have not been reported outside tropical waters (Ref. 30326).  In Australia, bigeye tuna smaller than 20 kg may form surface-dwelling schools of similar sized fish with other species such as yellowfin tuna and skipjack tuna (<i>Katsuwonus pelamis</i>). Schools of only bigeye tuna are less common (Ref. 30328).  In tropical waters, young bigeye tuna are often caught 50-100 m below floating objects such as logs and fish aggregating devices (Ref. 30326).  Adults tend to be solitary (Ref. 6390). Behavioural studies in Hawaiian waters using ultrasonic tags (Ref. 30329) found that the distribution of adult bigeye tuna was closely correlated with the 15°C isotherm during the day (Ref. 6390).  Like yellowfin tuna, bigeye tuna move into the warmer surface waters (within 50 m of the surface) at night.  Feed during the day and at night.  In Hawaii, more abundant in late fall through late spring.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1991-06-10,309,2008-07-01,NA,NA,NA,
18,148,162,168,168,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),168,hunting macrofauna (predator),168,4.5,0.62,4.52,0.779999971389771,Troph of juv./adults from 1 study.,53850,4.01,0.53,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Coastal.  Intolerant of turbid waters and low salinities.  Forms small schools.  Migratory.  Opportunistic feeder.  Feeds on fish, cephalopods and crustaceans (Ref. 9773).",NA,0,0,0,0,0,0,0,-1,NA,NA,0,NA,NA,9773,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1994-03-28,2762,2024-02-05,NA,NA,NA,
12426,150,164,48635,48635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,2018-04-02,97,2018-04-02,NA,NA,NA,
302,156,170,55,55,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),55,hunting macrofauna (predator),55,3.87,0.32,NA,NA,Troph of juv./adults from 1 study.,55797,3.84,0.55,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Inhabit coral reefs, occurring in both shallow lagoons and on outer reef slopes (Also Ref. 9773).  Frequently found in large aggregations around coral formation (Also Ref. 9773), caves or wrecks during the day.  Juveniles inhabit seagrass beds around patch reefs (Ref. 9710).  Feed on fishes, shrimps, crabs, stomatopods, cephalopods, and planktonic crustaceans (Also Ref. 9773).  Also take a variety of algae (Ref. 4821).  Nocturnal.  Eggs are pelagic (Ref. 9773).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,53568,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,58534,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1990-10-19,2762,2024-01-24,NA,NA,NA,
303,157,171,55,55,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),55,hunting macrofauna (predator),NA,NA,NA,NA,NA,NA,NA,3.98,0.65,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Occurs in inshore waters of the continental shelf (Ref. 75154).  Feeds on fish and various benthic invertebrates (Ref. 55).,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1990-10-19,1472,2008-11-27,NA,NA,NA,
305,159,173,55,55,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),55,hunting macrofauna (predator),9137,NA,NA,NA,NA,NA,NA,4.05,0.62,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Schooling species which occurs in inshore waters of the continental shelf (Ref. 75154).  Feeds on fish and crustaceans (Ref. 55).  Dwells in shallow coral reefs.  Demersal.  Feeds on benthic invertebrates, crustaceans and small fishes.  Forms large schools of 100 individuals or more (Ref. 9773).",NA,0,0,0,0,0,0,0,-1,NA,NA,0,NA,NA,9773,NA,NA,0,NA,0,NA,43539,-1,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,58534,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1990-10-19,2762,2024-01-24,NA,NA,NA,
13611,160,174,9773,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99,0.66,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,Dwells in shallow coral and rocky reefs.  Feeds on small fishes and crustaceans.,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,9773,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,9773,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2762,2024-01-24,NA,2024-01-24,NA,NA,NA,
307,162,176,55,55,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),55,hunting macrofauna (predator),55,4.48,0.539,4.52,0.82,Troph of juv./adults from 2 studies.,6932,4.07,0.62,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Found on the continental shelf (Ref. 75154).  Juveniles inhabit mangrove areas and seagrass beds (Ref. 128523).  <i>L. malabaricus /i> is the most abundant lutjanid species in trawled catches in the Gulf of Carpentaria (Ref. 9700).  It is more dominant in night trawls (mean of  3/7 kg/ha, mean of 16.3 kg/hr) than in day trawls (mean: 2.4 kg/ha, mean: 11.8 kg/hr) (Ref. 9700).  Dwells in coastal and offshore reefs.  Nocturnal.  Feeds on fishes and benthic crustaceans (Ref. 9773).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,9773,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,128523,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1990-10-19,2762,2024-01-24,NA,NA,NA,
308,166,180,55,55,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),55,hunting macrofauna (predator),9137,NA,NA,NA,NA,NA,NA,4.27,0.74,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Occurs inshore (Ref. 75154).  Adults inhabit coral reef areas, usually close to shelter in the form of caves, large coral formations and wreckage.  Usually solitary; occasionally occurring in small groups.  They feed mainly on fishes and benthic crustaceans, primarily crabs (Ref. 55, 37816) at night.",NA,0,0,0,0,0,0,0,0,sometimes,NA,0,NA,NA,37816,NA,Usually solitary; occasionally occurring in small groups (Ref. 37816).,0,NA,0,NA,43539,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1990-10-19,1472,2018-05-16,NA,NA,NA,
314,172,186,4533,4533,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),4533,hunting macrofauna (predator),4533,3.68,0.24,3.5,0.490000009536743,Troph of juv./adults from 1 study.,55797,4.02,0.69,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Inhabit sheltered lagoons and exposed, outer slope coral reefs (Ref. 55).  Frequently encountered in large aggregations including 100 or more individuals.  Juveniles solitary and shallow in protected bays with algae and rubble substrates; large adults form small aggregations at moderate depths, usually in 30-40 m.  Form large schools in some Pacific locations (Ref. 48635).  Feed mainly on fishes and crustaceans (Ref. 4533).",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1999-09-16,1472,2008-11-27,NA,NA,NA,
315,173,187,55,55,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),55,hunting macrofauna (predator),55,NA,NA,NA,NA,NA,NA,4.04,0.51,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Occurs in inshore waters of the continental shelf (Ref. 75154).  Feeds on fish, cephalopods and benthic invertebrates (Ref. 55).  Solitary but sometimes occurs in groups of 15 to 20.  Found in tropical reef areas.  Dwells in caves and crevices as an ambush predator.  Feeds on fishes, crabs, polychaete worms, squids, octopuses and sea urchins (Ref. 9773).",9773,0,-1,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58534,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1990-10-19,2762,2024-01-31,NA,NA,NA,
317,175,189,26338,42064,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,mainly animals (troph. 2.8 and up),26338,hunting macrofauna (predator),26987,3.49,0.32,3.85,0.62,Troph of juv./adults from 1 study.,26338,3.98,0.77,Trophic level estimated from a number of food items using a randomized resampling routine.,NA,"Occur in shallow neritic areas, over muddy bottoms (Ref. 5217).  Also found in brackish estuaries and juveniles are common in lagoons and hyper-saline bays (Ref. 5217) and coral reefs  (Ref. 58534).  Form large schools close to the shore (Ref. 9987).  Feed mainly on crustaceans and small fishes.",NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,50307,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1998-04-02,1472,2008-03-19,NA,NA,NA,
